fa_year,disease,general,exposure,mean_hourly,lag,ee_original,ll_original,ul_original,Value,Reference,increase_original,unit_original,continent,country,cohort,fu,n,population,incidence,male_pct,mean_temp,Molecular.weight,Type.of.ES,Statistical.method,Population,Outcome,stratification
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,PM2.5,5.2,2-6,0.734,0.473,1.14,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,PM2.5,5.2,7-12,0.7,0.429,1.141,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute tonsillitis,fixed-effects,PM2.5,5.2,13-24,1.129,0.666,1.915,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),1606,444412,0.001204587935,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,NO2,4,1,0.97,0.639,1.471,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,NO2,4,2-6,1.228,0.609,2.476,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,NO2,4,7-12,1.222,0.465,3.209,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,NO2,4,13-24,0.775,0.269,2.23,NA,NA,18,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,O3,17,1,1.126,0.828,1.531,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,O3,17,2-6,1.357,0.942,1.954,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,O3,17,7-12,1.146,0.809,1.622,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,O3,17,13-24,0.504,0.29,0.877,NA,NA,38,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,PM10,12.3,1,1.002,0.819,1.226,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,PM10,12.3,2-6,0.978,0.772,1.24,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,PM10,12.3,7-12,0.996,0.774,1.282,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,PM10,12.3,13-24,1.006,0.734,1.379,NA,NA,28.1,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,PM2.5,5.2,1,1.119,0.893,1.401,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,PM2.5,5.2,2-6,1.13,0.86,1.485,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,PM2.5,5.2,7-12,1.025,0.764,1.375,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Cheng et al. (2021b),Acute upper respiratory infections of multiple and unspecified sites,fixed-effects,PM2.5,5.2,13-24,1.011,0.676,1.511,NA,NA,15.6,μg/m3,Australia,Australia,Queensland Emergency Department,3 (2013-2015),5295,444412,0.003971539922,0.6193,NA,NA,OR,Conditional logistic regression,<= 14 years,EDV,warm
Kim et al. (2015),Asthma,y (combined),O3,18.1,1-6,NA,NA,NA,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),O3,18.1,7-12,NA,NA,NA,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),O3,18.1,13-18,NA,NA,NA,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),O3,18.1,19-24,NA,NA,NA,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),PM10,50.8,1-6,NA,NA,NA,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),PM10,50.8,7-12,NA,NA,NA,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),PM10,50.8,13-18,NA,NA,NA,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),PM10,50.8,19-24,NA,NA,NA,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),PM10-2.5,22.8,1-6,NA,NA,NA,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),PM10-2.5,22.8,7-12,NA,NA,NA,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),PM10-2.5,22.8,13-18,NA,NA,NA,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),PM10-2.5,22.8,19-24,NA,NA,NA,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),PM2.5,24.8,1-6,NA,NA,NA,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),PM2.5,24.8,7-12,NA,NA,NA,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),PM2.5,24.8,13-18,NA,NA,NA,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,y (combined),PM2.5,24.8,19-24,NA,NA,NA,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,1-6,1.02,0.91,1.14,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,7-12,1,0.89,1.13,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,13-18,1.03,0.92,1.16,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,19-24,1.06,0.95,1.19,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,1-6,0.94,0.88,1,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,7-12,0.95,0.89,1.01,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,13-18,0.93,0.87,0.99,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,19-24,0.94,0.89,1,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,1-6,0.96,0.86,1.07,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,7-12,0.95,0.84,1.07,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,13-18,0.91,0.8,1.04,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,19-24,0.93,0.83,1.05,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,1-6,1,0.92,1.09,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,7-12,1.02,0.94,1.1,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,13-18,0.99,0.91,1.07,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,19-24,0.96,0.89,1.04,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (autumn)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,1-6,0.99,0.85,1.16,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,7-12,1.06,0.91,1.25,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,13-18,1.12,0.96,1.31,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,19-24,1.14,0.97,1.34,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,1-6,0.96,0.91,1.02,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,7-12,0.96,0.91,1.02,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,13-18,0.94,0.89,1,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,19-24,0.94,0.89,1,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,1-6,0.99,0.9,1.1,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,7-12,1.01,0.93,1.11,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,13-18,0.96,0.87,1.05,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,19-24,0.98,0.9,1.07,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,1-6,1,0.88,1.12,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,7-12,1.01,0.9,1.13,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,13-18,0.96,0.86,1.08,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,19-24,0.95,0.86,1.06,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,cold (winter)
Kim et al. (2015),Asthma,y (combined),O3,18.1,1-6,NA,NA,NA,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),O3,18.1,7-12,NA,NA,NA,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),O3,18.1,13-18,NA,NA,NA,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),O3,18.1,19-24,NA,NA,NA,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),PM10,50.8,1-6,NA,NA,NA,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),PM10,50.8,7-12,NA,NA,NA,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),PM10,50.8,13-18,NA,NA,NA,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),PM10,50.8,19-24,NA,NA,NA,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),PM10-2.5,22.8,1-6,NA,NA,NA,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),PM10-2.5,22.8,7-12,NA,NA,NA,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),PM10-2.5,22.8,13-18,NA,NA,NA,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),PM10-2.5,22.8,19-24,NA,NA,NA,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),PM2.5,24.8,1-6,NA,NA,NA,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),PM2.5,24.8,7-12,NA,NA,NA,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),PM2.5,24.8,13-18,NA,NA,NA,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,y (combined),PM2.5,24.8,19-24,NA,NA,NA,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,1-6,1.05,0.96,1.15,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,7-12,1.06,0.97,1.16,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,13-18,1.06,0.97,1.16,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,O3,18.1,19-24,1.11,1.02,1.22,NA,NA,20,ppb,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,12.5,48,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,1-6,1.07,1.01,1.12,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,7-12,1.05,1,1.11,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,13-18,1.03,0.98,1.09,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,PM10,50.8,19-24,1.02,0.97,1.08,NA,NA,34,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,1-6,1.14,1.06,1.22,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,7-12,1.12,1.04,1.21,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,13-18,1.1,1.02,1.19,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,PM10-2.5,22.8,19-24,1.11,1.03,1.2,NA,NA,16.7,μg/m3,Asia,South Korea,National Emergency Department Information System,1 (2010),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (spring)
Kim et al. (2015),Asthma,fixed-effects,PM2.5,24.8,1-6,1.1,0.98,1.23,NA,NA,17,μg/m3,Asia,South Korea,National Emergency Department Information System,4 (2008-2011),8188,"10,249,679",0.0001997135715,0.541,NA,NA,OR,Conditional logistic regression,General,EDV,warm (spring)
