fa_year,disease,general,exposure,mean_hourly,unit_original,mean_temp,mean_adjusted,lag,ee_original,ll_original,ul_original,Value,Reference,increase_original,country,continent,cohort,fu,n,male_pct,Outcome,Type.of.ES,Statistical.method,Population,RoB,Note,log.EE,log.SE,alog.EE,alog.SE
Gardner et al. (2014),STEMI,n,UFP,5466,particles/cm3,NA,5466,0-11,1.05,0.9,1.23,NA,NA,3475,USA,America,URMC Cardiac Catheterization Laboratory,4 (2007-2010),274,0.67,EHA,OR,Conditional logistic regression,General,Moderate,,0.04879016417,0.07968741965,0.1404033501,0.2293163155
Gardner et al. (2014),STEMI,n,UFP,5466,particles/cm3,NA,5466,0-2,1,0.89,1.13,NA,NA,4159,USA,America,URMC Cardiac Catheterization Laboratory,4 (2007-2010),275,0.67,EHA,OR,Conditional logistic regression,General,Moderate,,0,0.06090598188,0,0.1464438131
Gardner et al. (2014),STEMI,n,UFP,5466,particles/cm3,NA,5466,0-23,1.06,0.89,1.26,NA,NA,3284,USA,America,URMC Cardiac Catheterization Laboratory,4 (2007-2010),274,0.67,EHA,OR,Conditional logistic regression,General,Moderate,,0.05826890812,0.08868508603,0.1774327288,0.2700520281
Jiang et al. (2023),Angina pectoris,y (combined),PM10-2.5,34.6,μg/m3,NA,34.6,0-12,NA,NA,NA,NA,NA,27.1,China,Asia,CCA Database,7 (2015-2021),995734,0.598,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
Jiang et al. (2023),Angina pectoris,y (combined),PM2.5,42.4,μg/m3,NA,42.4,0-12,NA,NA,NA,NA,NA,32.4,China,Asia,CCA Database,7 (2015-2021),995734,0.598,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
Jiang et al. (2023),Stable angina,fixed-effects,PM10-2.5,34.6,μg/m3,NA,34.6,0-12,1.0028,0.9983,1.0073,NA,NA,27.1,China,Asia,CCA Database,7 (2015-2021),765290,0.598,EHA,OR,Conditional logistic regression,General,Low,,0.002796087302,0.002289523114,0.001031766532,0.0008448424774
Jiang et al. (2023),Stable angina,fixed-effects,PM2.5,42.4,μg/m3,NA,42.4,0-12,1.0169,1.0099,1.0239,NA,NA,32.4,China,Asia,CCA Database,7 (2015-2021),765290,0.598,EHA,OR,Conditional logistic regression,General,Low,,0.01675878381,0.003512129987,0.00517246414,0.001083990737
Jiang et al. (2023),Unstable angina,fixed-effects,PM10-2.5,34.6,μg/m3,NA,34.6,0-12,1.0018,0.9996,1.0039,NA,NA,27.1,China,Asia,CCA Database,7 (2015-2021),230444,0.598,EHA,OR,Conditional logistic regression,General,Low,,0.001798381941,0.001095024168,0.0006636095725,0.0004040679585
Jiang et al. (2023),Unstable angina,fixed-effects,PM2.5,42.4,μg/m3,NA,42.4,0-12,1.0132,1.0094,1.017,NA,NA,32.4,China,Asia,CCA Database,7 (2015-2021),230444,0.598,EHA,OR,Conditional logistic regression,General,Low,,0.01311363915,0.001913526057,0.004047419489,0.000590594462
Kranc et al. (2021a),OHCA,y,Cold,20.5,°C,NA,20.5,6,1.0118,0.9987,1.0279,11.5,21,9.5,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01173092288,0.007351717288,0.006174169935,0.003869324889
Kranc et al. (2021a),OHCA,y,Cold,20.5,°C,NA,20.5,12,1.0004,0.9901,1.0118,11.5,21,9.5,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.0003999200213,0.005530676972,0.0002104842218,0.002910882617
Kranc et al. (2021a),OHCA,y,Cold,20.5,°C,NA,20.5,24,0.989,0.9748,1.004,11.5,21,9.5,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.01106094736,0.00752933125,-0.005821551242,0.003962805921
Kranc et al. (2021a),OHCA,y,Heat,20.5,°C,NA,20.5,0,0.9913,0.9523,1.0323,28.7,21,7.7,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.008738065943,0.02057767609,-0.005674068794,0.01336212733
Kranc et al. (2021a),OHCA,y,Heat,20.5,°C,NA,20.5,6,1.0029,0.9855,1.0204,28.7,21,7.7,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.002895803112,0.008877770325,0.001880391631,0.005764785925
Kranc et al. (2021a),OHCA,y,Heat,20.5,°C,NA,20.5,12,1.0104,0.9997,1.0222,28.7,21,7.7,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01034629205,0.005677860296,0.006718371464,0.00368692227
Kranc et al. (2021a),OHCA,y,Heat,20.5,°C,NA,20.5,24,1.0143,0.999,1.0296,28.7,21,7.7,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.0141987194,0.007696652457,0.009219947662,0.004997826271
Kranc et al. (2021b),OHCA,y,NO2,9.2,ppb,20.6,16.33,2,1.0222,0.9719,1.078,NA,NA,36,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.02195716735,0.02643107984,0.003437178115,0.004137525014
Kranc et al. (2021b),OHCA,y,NO2,9.2,ppb,20.6,16.33,4,1.0174,0.9846,1.0493,NA,NA,36,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01725035341,0.01623548134,0.002700372787,0.002541504568
Kranc et al. (2021b),OHCA,y,NO2,9.2,ppb,20.6,16.33,6,1.015,0.9759,1.0549,NA,NA,36,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01488861249,0.01985743177,0.002330665527,0.003108485207
Kranc et al. (2021b),OHCA,y,NO2,9.2,ppb,20.6,16.33,8,1.0134,0.9751,1.0533,NA,NA,36,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01331101406,0.01967942398,0.002083708043,0.003080619842
Kranc et al. (2021b),OHCA,y,NO2,9.2,ppb,20.6,16.33,10,1.015,0.983,1.0477,NA,NA,36,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01488861249,0.01626108271,0.002330665527,0.00254551221
Kranc et al. (2021b),OHCA,y,NO2,9.2,ppb,20.6,16.33,12,1.0158,0.9854,1.0445,NA,NA,36,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01567647939,0.01485865584,0.002453998323,0.002325976108
Kranc et al. (2021b),OHCA,y,PM10,38.5,μg/m3,NA,38.5,4,1.0071,0.9594,1.0547,NA,NA,68.7,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.007074913672,0.02415907046,0.001029827318,0.003516604143
Kranc et al. (2021b),OHCA,y,PM10,38.5,μg/m3,NA,38.5,6,1.02,0.9627,1.0781,NA,NA,68.7,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.0198026273,0.02888103948,0.0028824785,0.004203935878
Kranc et al. (2021b),OHCA,y,PM10,38.5,μg/m3,NA,38.5,8,1.0135,0.9586,1.0684,NA,NA,68.7,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.01340968691,0.02766418227,0.001951919492,0.004026809647
Kranc et al. (2021b),OHCA,y,PM2.5,18,μg/m3,NA,18,4,0.9845,0.9425,1.0265,NA,NA,35.4,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.0156213809,0.02177916253,-0.004412819464,0.006152305801
Kranc et al. (2021b),OHCA,y,PM2.5,18,μg/m3,NA,18,8,0.9998,0.953,1.0523,NA,NA,35.4,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,-0.0002000200027,0.02528536227,-5.65E-05,0.007142757703
Kranc et al. (2021b),OHCA,y,PM2.5,18,μg/m3,NA,18,12,1.0232,0.9853,1.0636,NA,NA,35.4,Israel,Asia,Magen David Adom,2 (2016-2017),12401,0.558,EAC,OR,Conditional logistic regression,General,Moderate,WebPlotDigitizer,0.02293497128,0.0195072694,0.006478805447,0.005510528079
"Li, J. et al. (2019)",STEMI,y,CO,0.8,mg/m3,NA,0.8,0-24,1.0541,0.9981,1.1133,NA,NA,0.1,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.05268732228,0.02786489414,0.05268732228,0.02786489414
"Li, J. et al. (2019)",STEMI,y,CO,0.8,mg/m3,NA,0.8,0-6,1.0233,0.9707,1.0788,NA,NA,0.1,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.02303269911,0.02693549249,0.02303269911,0.02693549249
"Li, J. et al. (2019)",STEMI,y,CO,0.8,mg/m3,NA,0.8,13-24,1.0502,0.9978,1.1054,NA,NA,0.1,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.04898062222,0.02612491938,0.04898062222,0.02612491938
"Li, J. et al. (2019)",STEMI,y,CO,0.8,mg/m3,NA,0.8,7-12,1.0527,0.998,1.1104,NA,NA,0.1,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.05135829228,0.02722507996,0.05135829228,0.02722507996
"Li, J. et al. (2019)",STEMI,y,NO2,20.5,μg/m3,NA,20.5,0-24,1.0552,0.94,1.1845,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.05373032242,0.05897860927,0.05373032242,0.05897860927
"Li, J. et al. (2019)",STEMI,y,NO2,20.5,μg/m3,NA,20.5,0-6,1.0205,0.9111,1.1431,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.02029270327,0.05786900212,0.02029270327,0.05786900212
"Li, J. et al. (2019)",STEMI,y,NO2,20.5,μg/m3,NA,20.5,13-24,1.0545,0.9468,1.1746,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.05306672094,0.05499874119,0.05306672094,0.05499874119
"Li, J. et al. (2019)",STEMI,y,NO2,20.5,μg/m3,NA,20.5,7-12,1.0459,0.9367,1.1679,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.04487775878,0.05627537833,0.04487775878,0.05627537833
"Li, J. et al. (2019)",STEMI,y,O3,74,μg/m3,NA,74,0-24,1.0229,0.9526,1.0984,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.02264173048,0.03633029747,0.02264173048,0.03633029747
"Li, J. et al. (2019)",STEMI,y,O3,74,μg/m3,NA,74,0-6,1.0252,0.9643,1.0899,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.02488771551,0.03123438224,0.02488771551,0.03123438224
"Li, J. et al. (2019)",STEMI,y,O3,74,μg/m3,NA,74,13-24,1.0177,0.9509,1.0893,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.01754517922,0.03466368942,0.01754517922,0.03466368942
"Li, J. et al. (2019)",STEMI,y,O3,74,μg/m3,NA,74,7-12,1.0192,0.9573,1.0852,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.01901800584,0.0319904997,0.01901800584,0.0319904997
"Li, J. et al. (2019)",STEMI,y,PM10,78.8,μg/m3,NA,78.8,0-24,1.0368,1.0047,1.07,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.03613904662,0.01606368852,0.03613904662,0.01606368852
"Li, J. et al. (2019)",STEMI,y,PM10,78.8,μg/m3,NA,78.8,0-6,1.0211,0.9901,1.053,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.02088047758,0.01571238878,0.02088047758,0.01571238878
"Li, J. et al. (2019)",STEMI,y,PM10,78.8,μg/m3,NA,78.8,13-24,1.0394,1.0084,1.0714,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.03864362359,0.01545951228,0.03864362359,0.01545951228
"Li, J. et al. (2019)",STEMI,y,PM10,78.8,μg/m3,NA,78.8,7-12,1.0298,0.9997,1.0608,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.02936460863,0.0151335167,0.02936460863,0.0151335167
"Li, J. et al. (2019)",STEMI,y,PM2.5,46.1,μg/m3,NA,46.1,0-24,1.0551,1.0096,1.1027,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.05363554917,0.02250191454,0.05363554917,0.02250191454
"Li, J. et al. (2019)",STEMI,y,PM2.5,46.1,μg/m3,NA,46.1,0-6,1.0339,0.9895,1.0802,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.03333805961,0.02237288855,0.03333805961,0.02237288855
"Li, J. et al. (2019)",STEMI,y,PM2.5,46.1,μg/m3,NA,46.1,13-24,1.0541,1.011,1.099,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.05268732228,0.02129100392,0.05268732228,0.02129100392
"Li, J. et al. (2019)",STEMI,y,PM2.5,46.1,μg/m3,NA,46.1,7-12,1.0412,0.998,1.0864,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.04037389414,0.02165088788,0.04037389414,0.02165088788
"Li, J. et al. (2019)",STEMI,y,SO2,15.6,μg/m3,NA,15.6,0-24,1.1477,0.9271,1.4208,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.1377599397,0.1089066167,0.1377599397,0.1089066167
"Li, J. et al. (2019)",STEMI,y,SO2,15.6,μg/m3,NA,15.6,0-6,1.0518,0.8659,1.2777,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.05050298217,0.09924679519,0.05050298217,0.09924679519
"Li, J. et al. (2019)",STEMI,y,SO2,15.6,μg/m3,NA,15.6,13-24,1.1508,0.9443,1.4025,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.1404573527,0.100910134,0.1404573527,0.100910134
"Li, J. et al. (2019)",STEMI,y,SO2,15.6,μg/m3,NA,15.6,7-12,1.0896,0.9098,1.305,NA,NA,10,China,Asia,First and Third People's Hospital of Yancheng City,4 (2015-2018),347,0.775,EHA,OR,Conditional logistic regression,General,Low,,0.08581065641,0.09202385832,0.08581065641,0.09202385832
"Li, W. et al. (2025)",Cardiac chest pain,y,Cold,22.59,°C,NA,22.59,0-24,1.251,0.976,1.603,10,31,21,China,Asia,Chest Pain Center (CPC) of Foshan Sanshui District People’s Hospital,6 (2018-2023),17634,0.574,EHA,OR,Conditional logistic regression,General,Low,,0.2239432315,0.1265738689,0.05331981702,0.03013663546
"Li, W. et al. (2025)",Cardiac chest pain,y,Heat,22.59,°C,NA,22.59,0-24,1.002,0.961,1.045,31.9,31,0.9,China,Asia,Chest Pain Center (CPC) of Foshan Sanshui District People’s Hospital,6 (2018-2023),17634,0.574,EHA,OR,Conditional logistic regression,General,Low,,0.001998002663,0.02137697843,0.01110001479,0.1187609913
Link et al. (2013),Arrhythmia,y,BC,0.59,μg/m3,10.6,0.59,0-2,1.16,1.02,1.32,NA,NA,0.49,USA,America,Tufts Medical Center,4 (2006-2010),176,0.7,EHA,OR,Conditional logistic regression,General,Moderate,,0.1484200051,0.06577273196,0.03028979696,0.01342300652
Link et al. (2013),Arrhythmia,y,BC,0.59,μg/m3,10.6,0.59,0-24,1.06,0.9,1.26,NA,NA,0.39,USA,America,Tufts Medical Center,4 (2006-2010),176,0.7,EHA,OR,Conditional logistic regression,General,Moderate,,0.05826890812,0.08583475424,0.01494074567,0.02200891134
Link et al. (2013),Arrhythmia,y,NO2,16.1,ppb,10.6,30.62,0-2,1.18,0.99,1.39,NA,NA,10,USA,America,Tufts Medical Center,4 (2006-2010),176,0.7,EHA,OR,Conditional logistic regression,General,Moderate,,0.1655144385,0.08656991913,0.087032228,0.04552094071
Link et al. (2013),Arrhythmia,y,NO2,16.1,ppb,10.6,30.62,0-24,1.08,0.9,1.31,NA,NA,7.3,USA,America,Tufts Medical Center,4 (2006-2010),176,0.7,EHA,OR,Conditional logistic regression,General,Moderate,,0.07696104114,0.09576215634,0.05543605164,0.06897874256
Link et al. (2013),Arrhythmia,y,O3,24.8,ppb,10.6,49.21,0-2,1.03,0.8,1.31,NA,NA,17,USA,America,Tufts Medical Center,4 (2006-2010),176,0.7,EHA,OR,Conditional logistic regression,General,Moderate,,0.02955880224,0.1258088491,0.008761908658,0.03729263572
Link et al. (2013),Arrhythmia,y,O3,24.8,ppb,10.6,49.21,0-24,1.18,0.88,1.56,NA,NA,14,USA,America,Tufts Medical Center,4 (2006-2010),176,0.7,EHA,OR,Conditional logistic regression,General,Moderate,,0.1655144385,0.1460508145,0.05957563226,0.05256985249
Link et al. (2013),Arrhythmia,y,PM2.5,8.4,μg/m3,10.6,8.4,0-2,1.26,1.08,1.47,NA,NA,6,USA,America,Tufts Medical Center,4 (2006-2010),176,0.7,EHA,OR,Conditional logistic regression,General,Moderate,,0.231111721,0.07864830603,0.3851862016,0.1310805101
Link et al. (2013),Arrhythmia,y,PM2.5,8.4,μg/m3,10.6,8.4,0-24,1.14,0.97,1.34,NA,NA,5,USA,America,Tufts Medical Center,4 (2006-2010),176,0.7,EHA,OR,Conditional logistic regression,General,Moderate,,0.1310282624,0.0824308218,0.2620565248,0.1648616436
Link et al. (2013),Arrhythmia,y,SO2,3.2,ppb,10.6,8.47,0-2,1.04,0.9,1.2,NA,NA,2.2,USA,America,Tufts Medical Center,4 (2006-2010),176,0.7,EHA,OR,Conditional logistic regression,General,Moderate,,0.03922071315,0.07338828379,0.06737749796,0.1260741721
Link et al. (2013),Arrhythmia,y,SO2,3.2,ppb,10.6,8.47,0-24,1.06,0.87,1.29,NA,NA,2.1,USA,America,Tufts Medical Center,4 (2006-2010),176,0.7,EHA,OR,Conditional logistic regression,General,Moderate,,0.05826890812,0.1004857872,0.1048671969,0.18084538
Ljungman et al. (2008),Ventricular arrhythmia,y,NO2,16.81,μg/m3,NA,16.81,0-2,1.09,0.84,1.42,NA,NA,15.3,Sweden,Europe,"Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital",5 (2001-2006),109,0.9,EHA,OR,Conditional logistic regression,General,Moderate,,0.08617769624,0.1339311885,0.05632529166,0.08753672448
Ljungman et al. (2008),Ventricular arrhythmia,y,NO2,18.93,μg/m3,NA,18.93,0-24,1.07,0.81,1.42,NA,NA,11,Sweden,Europe,"Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital",5 (2001-2006),110,0.9,EHA,OR,Conditional logistic regression,General,Moderate,,0.06765864847,0.1432086487,0.06150786225,0.1301896806
Ljungman et al. (2008),Ventricular arrhythmia,y,PM10,16.78,μg/m3,NA,16.78,0-2,1.31,1,1.72,NA,NA,13.2,Sweden,Europe,"Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital",5 (2001-2006),101,0.9,EHA,OR,Conditional logistic regression,General,Moderate,,0.2700271372,0.1383480334,0.204566013,0.1048091162
Ljungman et al. (2008),Ventricular arrhythmia,y,PM10,17.57,μg/m3,NA,17.57,0-24,1.24,0.87,1.76,NA,NA,10.3,Sweden,Europe,"Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital",5 (2001-2006),106,0.9,EHA,OR,Conditional logistic regression,General,Moderate,,0.2151113796,0.179738744,0.2088459996,0.1745036349
Ljungman et al. (2008),Ventricular arrhythmia,y,PM2.5,9.17,μg/m3,NA,9.17,0-2,1.23,0.84,1.8,NA,NA,7.5,Sweden,Europe,"Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital",5 (2001-2006),49,0.9,EHA,OR,Conditional logistic regression,General,Moderate,,0.2070141694,0.1944234827,0.2760188925,0.2592313102
Ljungman et al. (2008),Ventricular arrhythmia,y,PM2.5,9.49,μg/m3,NA,9.49,0-24,1.28,0.9,1.84,NA,NA,5.2,Sweden,Europe,"Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital",5 (2001-2006),53,0.9,EHA,OR,Conditional logistic regression,General,Moderate,,0.2468600779,0.1824301243,0.4747309191,0.3508271621
Lv et al. (2023),Hemorrhagic stroke,n,CO,0.73,mg/m3,NA,0.73,0-12,1.099,0.9916,1.2181,NA,NA,0.4,China,Asia,Zhejiang Hospitals,6 (2016-2021),3122,0.5313,EHA,OR,Conditional logistic regression,General,Low,,0.09440067542,0.052481568,0.02360016886,0.013120392
Lv et al. (2023),Hemorrhagic stroke,n,CO,0.73,mg/m3,NA,0.73,0-2,1.0985,0.9831,1.2275,NA,NA,0.4,China,Asia,Zhejiang Hospitals,6 (2016-2021),3122,0.5313,EHA,OR,Conditional logistic regression,General,Low,,0.09394561284,0.05663877941,0.02348640321,0.01415969485
Lv et al. (2023),Hemorrhagic stroke,n,CO,0.73,mg/m3,NA,0.73,0-24,1.1125,0.9976,1.2406,NA,NA,0.4,China,Asia,Zhejiang Hospitals,6 (2016-2021),3122,0.5313,EHA,OR,Conditional logistic regression,General,Low,,0.1066097351,0.05561173933,0.02665243376,0.01390293483
Lv et al. (2023),Hemorrhagic stroke,n,CO,0.73,mg/m3,NA,0.73,13-24,1.0123,0.94,1.0902,NA,NA,0.4,China,Asia,Zhejiang Hospitals,6 (2016-2021),3122,0.5313,EHA,OR,Conditional logistic regression,General,Low,,0.01222496962,0.03781545137,0.003056242406,0.009453862842
