fa_year,disease,general,exposure,mean_hourly,unit_original,mean_temp,mean_adjusted,lag,ee_original,ll_original,ul_original,Value,Reference,increase_original,country,continent,cohort,fu,n,male_pct,Outcome,Type.of.ES,Statistical.method,Population,RoB,Note,log.EE,log.SE,alog.EE,alog.SE
Straney et al. (2014),OHCA,y,SO2,0.4,ppb,25,0.96,0-2,0.996,0.984,1.007,NA,NA,1,Australia,Australia,St John Ambulance,11 (2000-2010),8551,0.658,EAC,OR,Conditional logistic regression,General,Low,,-0.004008021398,0.005894131548,-0.01672437868,0.02459460124
Straney et al. (2014),OHCA,y,SO2,0.4,ppb,25,0.96,0-24,0.991,0.967,1.016,NA,NA,1,Australia,Australia,St John Ambulance,11 (2000-2010),8551,0.658,EAC,OR,Conditional logistic regression,General,Low,,-0.009040744652,0.01260972773,-0.03772455837,0.05261695003
Straney et al. (2014),OHCA,y,SO2,0.4,ppb,25,0.96,0-3,0.995,0.983,1.008,NA,NA,1,Australia,Australia,St John Ambulance,11 (2000-2010),8551,0.658,EAC,OR,Conditional logistic regression,General,Low,,-0.005012541824,0.00640671645,-0.02091596808,0.02673347805
Straney et al. (2014),OHCA,y,SO2,0.4,ppb,25,0.96,0-4,0.995,0.982,1.009,NA,NA,1,Australia,Australia,St John Ambulance,11 (2000-2010),8551,0.658,EAC,OR,Conditional logistic regression,General,Low,,-0.005012541824,0.006919314285,-0.02091596808,0.02887240882
Straney et al. (2014),OHCA,y,SO2,0.4,ppb,25,0.96,0-8,0.991,0.974,1.009,NA,NA,1,Australia,Australia,St John Ambulance,11 (2000-2010),8551,0.658,EAC,OR,Conditional logistic regression,General,Low,,-0.009040744652,0.009006050181,-0.03772455837,0.03757978782
Sullivan et al. (2005),Myocardial infarction,y,CO,2,ppm,11.11,2.31,1,1.04,0.99,1.08,NA,NA,1,USA,America,MITI Project,7 (1988-1994),5533,0.67,EAC,OR,Conditional logistic regression,General,Moderate,,0.03922071315,0.02219677984,0.003400315899,0.001924392938
Sullivan et al. (2005),Myocardial infarction,y,CO,2,ppm,11.11,2.31,1-2,1.03,0.98,1.07,NA,NA,1,USA,America,MITI Project,7 (1988-1994),5533,0.67,EAC,OR,Conditional logistic regression,General,Moderate,,0.02955880224,0.02241361117,0.002562657767,0.001943191551
Sullivan et al. (2005),Myocardial infarction,y,CO,2,ppm,11.11,2.31,1-24,1.02,0.97,1.08,NA,NA,1,USA,America,MITI Project,7 (1988-1994),5533,0.67,EAC,OR,Conditional logistic regression,General,Moderate,,0.0198026273,0.02740312465,0.001716827233,0.002375767112
Sullivan et al. (2005),Myocardial infarction,y,CO,2,ppm,11.11,2.31,1-4,1.02,0.97,1.06,NA,NA,1,USA,America,MITI Project,7 (1988-1994),5533,0.67,EAC,OR,Conditional logistic regression,General,Moderate,,0.0198026273,0.02263472337,0.001716827233,0.001962361302
Sullivan et al. (2005),Myocardial infarction,y,PM2.5,12.8,μg/m3,NA,12.8,1,1.01,0.98,1.05,NA,NA,10,USA,America,MITI Project,7 (1988-1994),5533,0.67,EAC,OR,Conditional logistic regression,General,Moderate,,0.009950330853,0.01760022232,0.009950330853,0.01760022232
Sullivan et al. (2005),Myocardial infarction,y,PM2.5,12.8,μg/m3,NA,12.8,1-2,1.01,0.97,1.05,NA,NA,10,USA,America,MITI Project,7 (1988-1994),5533,0.67,EAC,OR,Conditional logistic regression,General,Moderate,,0.009950330853,0.02021667644,0.009950330853,0.02021667644
Sullivan et al. (2005),Myocardial infarction,y,PM2.5,12.8,μg/m3,NA,12.8,1-24,1.02,0.98,1.07,NA,NA,10,USA,America,MITI Project,7 (1988-1994),5533,0.67,EAC,OR,Conditional logistic regression,General,Moderate,,0.0198026273,0.02241361117,0.0198026273,0.02241361117
Sullivan et al. (2005),Myocardial infarction,y,PM2.5,12.8,μg/m3,NA,12.8,1-4,1.02,0.98,1.04,NA,NA,10,USA,America,MITI Project,7 (1988-1994),5533,0.67,EAC,OR,Conditional logistic regression,General,Moderate,,0.0198026273,0.01515903583,0.0198026273,0.01515903583
Sullivan et al. (2005),Myocardial infarction,y,SO2,9,ppb,11.11,23.73,1,0.97,0.94,1.01,NA,NA,10,USA,America,MITI Project,7 (1988-1994),5533,0.67,EAC,OR,Conditional logistic regression,General,Moderate,,-0.03045920748,0.01832289147,-0.01155315065,0.006949856645
Sullivan et al. (2005),Myocardial infarction,y,SO2,9,ppb,11.11,23.73,1-2,0.98,0.95,1.07,NA,NA,10,USA,America,MITI Project,7 (1988-1994),5533,0.67,EAC,OR,Conditional logistic regression,General,Moderate,,-0.02020270732,0.03034488338,-0.007662869144,0.01150978762
Sullivan et al. (2005),Myocardial infarction,y,SO2,9,ppb,11.11,23.73,1-24,1,0.95,1.06,NA,NA,10,USA,America,MITI Project,7 (1988-1994),5533,0.67,EAC,OR,Conditional logistic regression,General,Moderate,,0,0.02794954146,0,0.01060123653
Sullivan et al. (2005),Myocardial infarction,y,SO2,9,ppb,11.11,23.73,1-4,0.99,0.96,1.03,NA,NA,10,USA,America,MITI Project,7 (1988-1994),5533,0.67,EAC,OR,Conditional logistic regression,General,Moderate,,-0.01005033585,0.01795428489,-0.003812083563,0.006810044491
Vivanco-Hidalgo et al. (2018),Acute ischemic stroke & transient ischemic attack,y,BC,1.4,μg/m3,NA,1.4,0-23,1.047,0.968,1.129,NA,NA,1.5,Spain,Europe,BASICMAR,8 (2007-2014),2742,0.4945,EHA,OR,Conditional logistic regression,General,Moderate,,0.04592893189,0.03924884614,0.003061928793,0.002616589743
Vivanco-Hidalgo et al. (2018),Acute ischemic stroke & transient ischemic attack,y,PM2.5,17.5,μg/m3,NA,17.5,0-23,0.989,0.928,1.053,NA,NA,13.2,Spain,Europe,BASICMAR,10 (2005-2014),2742,0.4945,EHA,OR,Conditional logistic regression,General,Moderate,,-0.01106094736,0.0322364233,-0.008379505575,0.02442153281
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),O3,73.23,μg/m3,NA,73.23,0-1,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),O3,73.23,μg/m3,NA,73.23,0-12,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),O3,73.23,μg/m3,NA,73.23,0-24,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),O3,73.23,μg/m3,NA,73.23,0-3,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),O3,73.23,μg/m3,NA,73.23,0-6,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),PM10,54.81,μg/m3,NA,54.81,0-1,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),PM10,54.81,μg/m3,NA,54.81,0-12,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),PM10,54.81,μg/m3,NA,54.81,0-24,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),PM10,54.81,μg/m3,NA,54.81,0-3,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),PM10,54.81,μg/m3,NA,54.81,0-6,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),PM2.5,38.41,μg/m3,NA,38.41,0-1,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),PM2.5,38.41,μg/m3,NA,38.41,0-12,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),PM2.5,38.41,μg/m3,NA,38.41,0-24,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),PM2.5,38.41,μg/m3,NA,38.41,0-3,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Acute ischemic stroke,y (combined),PM2.5,38.41,μg/m3,NA,38.41,0-6,NA,NA,NA,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1432,0.7428,EHA,OR,Conditional logistic regression,General,Low,,NA,NA,NA,NA
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,O3,73.23,μg/m3,NA,73.23,0-1,1.01,0.98,1.04,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0.009950330853,0.01515903583,0.009950330853,0.01515903583
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,O3,73.23,μg/m3,NA,73.23,0-12,0.99,0.95,1.03,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.01005033585,0.02062553485,-0.01005033585,0.02062553485
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,O3,73.23,μg/m3,NA,73.23,0-24,0.98,0.94,1.02,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.02020270732,0.0208362324,-0.02020270732,0.0208362324
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,O3,73.23,μg/m3,NA,73.23,0-3,1.01,0.98,1.03,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0.009950330853,0.01269426264,0.009950330853,0.01269426264
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,O3,73.23,μg/m3,NA,73.23,0-6,1,0.97,1.03,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0,0.01531071677,0,0.01531071677
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,PM10,54.81,μg/m3,NA,54.81,0-1,1,0.97,1.03,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0,0.01531071677,0,0.01531071677
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,PM10,54.81,μg/m3,NA,54.81,0-12,0.99,0.95,1.02,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.01005033585,0.01813671472,-0.01005033585,0.01813671472
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,PM10,54.81,μg/m3,NA,54.81,0-24,0.98,0.95,1.02,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.02020270732,0.01813671472,-0.02020270732,0.01813671472
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,PM10,54.81,μg/m3,NA,54.81,0-3,1,0.97,1.03,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0,0.01531071677,0,0.01531071677
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,PM10,54.81,μg/m3,NA,54.81,0-6,1,0.97,1.03,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0,0.01531071677,0,0.01531071677
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,PM2.5,38.41,μg/m3,NA,38.41,0-1,1,0.97,1.04,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0,0.01777548996,0,0.01777548996
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,PM2.5,38.41,μg/m3,NA,38.41,0-12,0.99,0.96,1.03,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.01005033585,0.01795428489,-0.01005033585,0.01795428489
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,PM2.5,38.41,μg/m3,NA,38.41,0-24,0.97,0.93,1.02,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.03045920748,0.02356462248,-0.03045920748,0.02356462248
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,PM2.5,38.41,μg/m3,NA,38.41,0-3,1.01,0.97,1.04,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0.009950330853,0.01777548996,0.009950330853,0.01777548996
"Wang, Y. et al. (2022)",Non-wake-up stroke,fixed-effects,PM2.5,38.41,μg/m3,NA,38.41,0-6,1,0.97,1.04,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),331,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0,0.01777548996,0,0.01777548996
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,O3,73.23,μg/m3,NA,73.23,0-1,1.02,0.95,1.1,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0.0198026273,0.03739884546,0.0198026273,0.03739884546
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,O3,73.23,μg/m3,NA,73.23,0-12,1.01,0.94,1.08,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0.009950330853,0.03541746042,0.009950330853,0.03541746042
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,O3,73.23,μg/m3,NA,73.23,0-24,1.04,0.97,1.12,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0.03922071315,0.0366805849,0.03922071315,0.0366805849
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,O3,73.23,μg/m3,NA,73.23,0-3,1.02,0.95,1.1,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0.0198026273,0.03739884546,0.0198026273,0.03739884546
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,O3,73.23,μg/m3,NA,73.23,0-6,1,0.93,1.08,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0,0.0381458505,0,0.0381458505
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,PM10,54.81,μg/m3,NA,54.81,0-1,0.99,0.94,1.04,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.01005033585,0.02578982573,-0.01005033585,0.02578982573
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,PM10,54.81,μg/m3,NA,54.81,0-12,0.98,0.93,1.04,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.02020270732,0.02851821581,-0.02020270732,0.02851821581
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,PM10,54.81,μg/m3,NA,54.81,0-24,0.98,0.9,1.05,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.02020270732,0.03932415302,-0.02020270732,0.03932415302
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,PM10,54.81,μg/m3,NA,54.81,0-3,0.97,0.92,1.03,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.03045920748,0.02881132938,-0.03045920748,0.02881132938
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,PM10,54.81,μg/m3,NA,54.81,0-6,0.97,0.91,1.03,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.03045920748,0.03159935758,-0.03045920748,0.03159935758
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,PM2.5,38.41,μg/m3,NA,38.41,0-1,0.96,0.91,1.02,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.04082199452,0.02911053744,-0.04082199452,0.02911053744
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,PM2.5,38.41,μg/m3,NA,38.41,0-12,0.98,0.92,1.05,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.02020270732,0.03371728906,-0.02020270732,0.03371728906
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,PM2.5,38.41,μg/m3,NA,38.41,0-24,1,0.92,1.07,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,0,0.03853067791,0,0.03853067791
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,PM2.5,38.41,μg/m3,NA,38.41,0-3,0.97,0.92,1.03,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.03045920748,0.02881132938,-0.03045920748,0.02881132938
"Wang, Y. et al. (2022)",Wake-up stroke,fixed-effects,PM2.5,38.41,μg/m3,NA,38.41,0-6,0.98,0.92,1.04,NA,NA,10,China,Asia,Shanghai General Hospital,4 (2014-2017),1101,0.7428,EHA,OR,Conditional logistic regression,General,Low,,-0.02020270732,0.03127610257,-0.02020270732,0.03127610257
"Wang, Y.C. et al. (2021)",OHCA,y,Cold,23.4,°C,NA,23.4,0,0.9975,0.9951,0.9999,15,25,10,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,-0.002503130218,0.001227561061,-0.001251565109,0.0006137805307
"Wang, Y.C. et al. (2021)",OHCA,y,Cold,23.4,°C,NA,23.4,6,0.9989,0.9981,0.9996,15,25,10,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,-0.001100605444,0.0003830936909,-0.000550302722,0.0001915468454
"Wang, Y.C. et al. (2021)",OHCA,y,Cold,23.4,°C,NA,23.4,12,0.9995,0.9991,0.9999,15,25,10,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,-0.0005001250417,0.0002041837354,-0.0002500625208,0.0001020918677
"Wang, Y.C. et al. (2021)",OHCA,y,Cold,23.4,°C,NA,23.4,18,0.9997,0.9992,1.0002,15,25,10,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,-0.000300045009,0.0002551786157,-0.0001500225045,0.0001275893078
"Wang, Y.C. et al. (2021)",OHCA,y,Cold,23.4,°C,NA,23.4,24,0.9997,0.9992,1.0001,15,25,10,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,-0.000300045009,0.0002296722375,-0.0001500225045,0.0001148361188
"Wang, Y.C. et al. (2021)",OHCA,y,Heat,23.4,°C,NA,23.4,0,0.9995,0.9977,1.0014,32,25,7,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,-0.0005001250417,0.0009443035654,-0.0003572321726,0.0006745025467
"Wang, Y.C. et al. (2021)",OHCA,y,Heat,23.4,°C,NA,23.4,6,1.0002,0.9996,1.0008,32,25,7,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,0.0001999800027,0.0003060612734,0.000142842859,0.0002186151953
"Wang, Y.C. et al. (2021)",OHCA,y,Heat,23.4,°C,NA,23.4,12,1.0005,1,1.001,32,25,7,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,0.0004998750417,0.0002549745748,0.0003570536012,0.0001821246963
"Wang, Y.C. et al. (2021)",OHCA,y,Heat,23.4,°C,NA,23.4,18,1.0005,1,1.0011,32,25,7,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,0.0004998750417,0.0002804580213,0.0003570536012,0.000200327158
"Wang, Y.C. et al. (2021)",OHCA,y,Heat,23.4,°C,NA,23.4,24,1.0005,1.0001,1.001,32,25,7,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,0.0004998750417,0.0002294656461,0.0003570536012,0.0001639040329
"Wang, Y.C. et al. (2021)",OHCA,y,O3,29.4,ppb,23.4,53.41,4,0.9989,0.9979,0.9999,52.3,17.3,35,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,-0.001100605444,0.0005107660948,-0.0001730806587,8.03E-05
"Wang, Y.C. et al. (2021)",OHCA,y,O3,29.4,ppb,23.4,53.41,6,0.9996,0.9989,1.0003,52.3,17.3,35,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,-0.0004000800213,0.0003572858299,-6.29E-05,5.62E-05
"Wang, Y.C. et al. (2021)",OHCA,y,O3,29.4,ppb,23.4,53.41,8,1.0002,0.9995,1.0008,52.3,17.3,35,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,0.0001999800027,0.0003315829623,3.14E-05,5.21E-05
"Wang, Y.C. et al. (2021)",OHCA,y,O3,29.4,ppb,23.4,53.41,10,1.0005,0.9998,1.0012,52.3,17.3,35,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,0.0004998750417,0.0003569644332,7.86E-05,5.61E-05
"Wang, Y.C. et al. (2021)",OHCA,y,O3,29.4,ppb,23.4,53.41,12,1.0007,0.9999,1.0014,52.3,17.3,35,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,0.0006997551143,0.0003824045699,0.0001100431374,6.01E-05
"Wang, Y.C. et al. (2021)",OHCA,y,O3,29.4,ppb,23.4,53.41,14,1.0007,1.0001,1.0014,52.3,17.3,35,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,0.0006997551143,0.0003313841616,0.0001100431374,5.21E-05
"Wang, Y.C. et al. (2021)",OHCA,y,O3,29.4,ppb,23.4,53.41,18,1.0007,1.0001,1.0012,52.3,17.3,35,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,0.0006997551143,0.0002804299937,0.0001100431374,4.41E-05
"Wang, Y.C. et al. (2021)",OHCA,y,O3,29.4,ppb,23.4,53.41,24,1.0005,1.0001,1.0009,52.3,17.3,35,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,0.0004998750417,0.0002039796537,7.86E-05,3.21E-05
"Wang, Y.C. et al. (2021)",OHCA,y,PM2.5,29.6,μg/m3,NA,29.6,0,0.9985,0.9967,1.0004,49.1,18.3,30.8,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,-0.001501126126,0.0009452492424,-0.0004873786124,0.0003068991047
"Wang, Y.C. et al. (2021)",OHCA,y,PM2.5,29.6,μg/m3,NA,29.6,2,0.9991,0.998,1.0003,49.1,18.3,30.8,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,-0.0009004052432,0.000587234102,-0.0002923393647,0.0001906604227
"Wang, Y.C. et al. (2021)",OHCA,y,PM2.5,29.6,μg/m3,NA,29.6,4,0.9995,0.9989,1.0002,49.1,18.3,30.8,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,-0.0005001250417,0.0003317820017,-0.0001623782603,0.0001077214291
"Wang, Y.C. et al. (2021)",OHCA,y,PM2.5,29.6,μg/m3,NA,29.6,6,0.9999,0.9995,1.0002,49.1,18.3,30.8,Taiwan,Asia,Taiwan MOHW Ambulance Services Data,10 (2006-2015),117488,NA,EAC,RR,Quasi-Poisson DLNM,General,High,WebPlotDigitizer,-0.0001000050003,0.0001785982256,-3.25E-05,5.80E-05
